ID,Rule Name,Type,Severity,Total,Projects,Example
external_roslyn:CA2016,external_roslyn:CA2016,CODE_SMELL,INFO,2,Chloe,Forward the 'cancellationToken' parameter to the '.ctor' method or pass in 'CancellationToken.None' explicitly to indicate intentionally not propagating the token
external_roslyn:CA1862,external_roslyn:CA1862,CODE_SMELL,INFO,2,Chloe,"Prefer using 'string.Equals(string, StringComparison)' to perform a case-insensitive comparison, but keep in mind that this might cause subtle changes in behavior, so make sure to conduct thorough testing after applying the suggestion, or if culturally sensitive comparison is not required, consider using 'StringComparison.OrdinalIgnoreCase'"
csharpsquid:S3971,csharpsquid:S3971,CODE_SMELL,MAJOR,2,Chloe,Do not call 'GC.SuppressFinalize'.
csharpsquid:S3400,csharpsquid:S3400,CODE_SMELL,MINOR,2,Chloe,Remove this method and declare a constant for this value.
csharpsquid:S2201,csharpsquid:S2201,BUG,MAJOR,2,Chloe,Use the return value of method 'First'.
csharpsquid:S3236,csharpsquid:S3236,CODE_SMELL,MINOR,2,Foster,Remove this argument from the method call; it hides the caller information.
csharpsquid:S4143,csharpsquid:S4143,BUG,MAJOR,2,lunr,Verify this is the index/key that was intended; a value has already been set for it.
docker:S6584,docker:S6584,CODE_SMELL,MAJOR,2,RestSharp,Add consent flag so that this command doesn't require user confirmation.
docker:S7020,docker:S7020,CODE_SMELL,MINOR,2,"RestSharp, Saunter",Split this RUN instruction line into multiple lines.
docker:S6570,docker:S6570,CODE_SMELL,MAJOR,2,Saunter,"Surround this variable with double quotes; otherwise, it can lead to unexpected behavior."
external_roslyn:CA1041,external_roslyn:CA1041,CODE_SMELL,INFO,2,ScreenToGif,Provide a message for the ObsoleteAttribute that marks GetFrames as Obsolete
external_roslyn:CS0618,external_roslyn:CS0618,CODE_SMELL,MAJOR,2,ScreenToGif,"'FormattedText.FormattedText(string, CultureInfo, FlowDirection, Typeface, double, Brush, NumberSubstitution, TextFormattingMode)' is obsolete: 'Use the PixelsPerDip override'"
css:S125,css:S125,CODE_SMELL,MAJOR,2,ScreenToGif,Remove this commented out code.
external_roslyn:CA1841,external_roslyn:CA1841,CODE_SMELL,INFO,2,ScreenToGif,Prefer 'ContainsKey' over 'Keys.Contains' for dictionary type 'Dictionary'
external_roslyn:MA0041,external_roslyn:MA0041,CODE_SMELL,INFO,2,spreadcheetah,"Make property static (deprecated, use CA1822 instead)"
external_roslyn:MA0001,external_roslyn:MA0001,CODE_SMELL,INFO,2,spreadcheetah,Use an overload of 'Replace' that has a StringComparison parameter
external_roslyn:EPS09,external_roslyn:EPS09,CODE_SMELL,INFO,1,Lynx,An argument for a parameter 'tt' may be passed explicitly
csharpsquid:S3444,csharpsquid:S3444,CODE_SMELL,MINOR,1,Chloe,Rename or add member 'Current.get' to this interface to resolve ambiguities.
csharpsquid:S5034,csharpsquid:S5034,CODE_SMELL,CRITICAL,1,Chloe,Refactor this 'ValueTask' usage to consume the result only if the operation has completed successfully.
csharpsquid:S2234,csharpsquid:S2234,CODE_SMELL,MAJOR,1,Chloe,Parameters to 'SafeCompareTo' have the same names but not the same order as the method arguments.
csharpsquid:S1694,csharpsquid:S1694,CODE_SMELL,MINOR,1,Chloe,Convert this 'abstract' class to an interface.
csharpsquid:S2326,csharpsquid:S2326,CODE_SMELL,MAJOR,1,Chloe,'TProperty' is not used in the interface.
external_roslyn:CS0114,external_roslyn:CS0114,CODE_SMELL,MAJOR,1,Chloe,"'AddMonths_Handler.Process(DbMethodCallExpression, SqlGeneratorBase)' hides inherited member 'MethodHandlerBase.Process(DbMethodCallExpression, SqlGeneratorBase)'. To make the current member override that implementation, add the override keyword. Otherwise add the new keyword."
csharpsquid:S1699,csharpsquid:S1699,CODE_SMELL,CRITICAL,1,Chloe,Remove this call from a constructor to the overridable 'CreateDbContext' method.
csharpsquid:S4015,csharpsquid:S4015,CODE_SMELL,CRITICAL,1,Chloe,This member hides 'Chloe.DbExpressions.DbExpressionVisitor.MakeNewExpression(Chloe.DbExpressions.DbExpression)'. Make it non-private or seal the class.
external_roslyn:CS0108,external_roslyn:CS0108,CODE_SMELL,MAJOR,1,Chloe,'EvaluableDbExpressionTransformer.MakeNewExpression(DbExpression)' hides inherited member 'DbExpressionVisitor.MakeNewExpression(DbExpression)'. Use the new keyword if hiding was intended.
csharpsquid:S3415,csharpsquid:S3415,CODE_SMELL,MAJOR,1,lunr,"Make sure these 2 arguments are in the correct order: expected value, actual value."
csharpsquid:S1134,csharpsquid:S1134,CODE_SMELL,MAJOR,1,lunr,Take the required action to fix the issue indicated by this 'FIXME' comment.
csharpsquid:S3376,csharpsquid:S3376,CODE_SMELL,MINOR,1,RestSharp,Make this class name end with 'Attribute'.
typescript:S6759,typescript:S6759,CODE_SMELL,MINOR,1,RestSharp,Mark the props of the component as read-only.
typescript:S6479,typescript:S6479,CODE_SMELL,MAJOR,1,RestSharp,Do not use Array index in keys
external_roslyn:CA2022,external_roslyn:CA2022,CODE_SMELL,MAJOR,1,RestSharp,"Avoid inexact read with 'System.IO.Stream.Read(byte[], int, int)'"
csharpsquid:S4035,csharpsquid:S4035,CODE_SMELL,MAJOR,1,RestSharp,Seal class 'ContentType' or implement 'IEqualityComparer<T>' instead.
external_roslyn:CA1850,external_roslyn:CA1850,CODE_SMELL,INFO,1,RestSharp,Prefer static 'System.Security.Cryptography.SHA1.HashData' method over 'ComputeHash'
external_roslyn:CA1829,external_roslyn:CA1829,CODE_SMELL,INFO,1,RestSharp,"Use the ""Length"" property instead of Enumerable.Count()"
docker:S7026,docker:S7026,CODE_SMELL,MINOR,1,RestSharp,"Replace this invocation of ""wget"" with the ADD instruction."
csharpsquid:S6588,csharpsquid:S6588,CODE_SMELL,MINOR,1,RestSharp,"Use ""DateTime.UnixEpoch"" instead of creating DateTime instances that point to the unix epoch time"
csharpsquid:S4426,csharpsquid:S4426,VULNERABILITY,CRITICAL,1,RestSharp,Use a key length of at least 2048 bits for RSA cipher algorithm.
docker:S6596,docker:S6596,CODE_SMELL,MAJOR,1,Saunter,Use a specific version tag for the image.
external_roslyn:SYSLIB0044,external_roslyn:SYSLIB0044,CODE_SMELL,MAJOR,1,ScreenToGif,'AssemblyName.CodeBase' is obsolete: 'AssemblyName.CodeBase and AssemblyName.EscapedCodeBase are obsolete. Using them for loading an assembly is not supported.'
external_roslyn:CA1835,external_roslyn:CA1835,CODE_SMELL,INFO,1,ScreenToGif,"Change the 'ReadAsync' method call to use the 'Stream.ReadAsync(Memory<byte>, CancellationToken)' overload"
csharpsquid:S3925,csharpsquid:S3925,CODE_SMELL,MAJOR,1,ScreenToGif,Update this implementation of 'ISerializable' to conform to the recommended serialization pattern. Make the serialization constructor 'protected'.
external_roslyn:SYSLIB0051,external_roslyn:SYSLIB0051,CODE_SMELL,MAJOR,1,ScreenToGif,"'Exception.Exception(SerializationInfo, StreamingContext)' is obsolete: 'This API supports obsolete formatter-based serialization. It should not be called or extended by application code.'"
external_roslyn:CA1854,external_roslyn:CA1854,CODE_SMELL,INFO,1,ScreenToGif,Prefer a 'TryGetValue' call over a Dictionary indexer access guarded by a 'ContainsKey' check to avoid double lookup
csharpsquid:S1479,csharpsquid:S1479,CODE_SMELL,MAJOR,1,ScreenToGif,Consider reworking this 'switch' to reduce the number of 'case' clauses to at most 30 or have only one statement per 'case'.
csharpsquid:S4456,csharpsquid:S4456,CODE_SMELL,MAJOR,1,ScreenToGif,"Split this method into two, one handling parameters check and the other handling the iterator."
external_roslyn:CS0649,external_roslyn:CS0649,CODE_SMELL,MAJOR,1,ScreenToGif,"Field 'SelectControlOld._rectGrid' is never assigned to, and will always have its default value null"
external_roslyn:CS9236,external_roslyn:CS9236,CODE_SMELL,INFO,1,ScreenToGif,"Compiling requires binding the lambda expression at least 100 times. Consider declaring the lambda expression with explicit parameter types, or if the containing method call is generic, consider using explicit type arguments."
csharpsquid:S2437,csharpsquid:S2437,CODE_SMELL,BLOCKER,1,ScreenToGif,Remove this unnecessary bit operation.
csharpsquid:S1994,csharpsquid:S1994,CODE_SMELL,CRITICAL,1,ScreenToGif,This loop's stop condition tests 'enumerator' but the incrementer updates 'i'.
csharpsquid:S1210,csharpsquid:S1210,CODE_SMELL,MINOR,1,ScreenToGif,"When implementing IComparable, you should also override Equals, ==, !=, <, <=, >, and >=."
csharpsquid:S4052,csharpsquid:S4052,CODE_SMELL,MINOR,1,ScreenToGif,Refactor this type not to derive from an outdated type 'System.Collections.CollectionBase'.
csharpsquid:S3343,csharpsquid:S3343,BUG,MAJOR,1,ScreenToGif,Move 'key' to the end of the parameter list.
csharpsquid:S2328,csharpsquid:S2328,BUG,MINOR,1,ScreenToGif,Refactor 'GetHashCode' to not reference mutable fields.
csharpsquid:S4423,csharpsquid:S4423,VULNERABILITY,CRITICAL,1,ScreenToGif,Change this code to use a stronger protocol.
csharpsquid:S3458,csharpsquid:S3458,CODE_SMELL,MINOR,1,SoundFlow,Remove this empty 'case' clause.
external_roslyn:RCS1118,external_roslyn:RCS1118,CODE_SMELL,INFO,1,spreadcheetah,Mark local variable as const
external_roslyn:RCS1214,external_roslyn:RCS1214,CODE_SMELL,INFO,1,spreadcheetah,Unnecessary interpolated string
external_roslyn:IDE0042,external_roslyn:IDE0042,CODE_SMELL,INFO,1,spreadcheetah,Variable declaration can be deconstructed
external_roslyn:IDE0061,external_roslyn:IDE0061,CODE_SMELL,INFO,1,spreadcheetah,Use expression body for local function
external_roslyn:RCS1158,external_roslyn:RCS1158,CODE_SMELL,INFO,1,spreadcheetah,Static member in generic type should use a type parameter
external_roslyn:RCS1001,external_roslyn:RCS1001,CODE_SMELL,INFO,1,spreadcheetah,Add braces to fixed statement (when expression spans over multiple lines)
external_roslyn:MA0075,external_roslyn:MA0075,CODE_SMELL,INFO,1,spreadcheetah,Do not use implicit culture-sensitive ToString
